,f_MUNICIPIO_COD,f_MUNICIPIO,ANO,MES,ANOMES,REGIAO,HOMOCIDIO_DOLOSO,LESAO_CORPORAL_MORTE,LATROCINIO,CVLI,HOMOCIDIO_POR_INTERVENCAO_POLICIAL,LETALIDADE_VIOLENTA,TENTATIVA_HOMICIDIO,ESTUPRO,HOMICIDIO_CULPOSP,LESAO_CORPORAL_DOLOSA,LESAO_CORPORAL_CULPOSA,ROUBO_TRANSEUNTE,ROUBO_CELULAR,ROUBO_EM_COLETIVO,ROUBO_EM_RUA,ROUBO_VEICULO,ROUBO_DE_CARGA,ROUBO_COMERCIO,ROUBO_RESIDENCIAL,ROUBO_BANCO,ROUBO_CAIXA_ELETRONICO,ROUBO_CONSUCAO_SAQUE,ROUBO_APOS_SAQUE,ROUBO_BICICLETA,OUTROS_ROUBOS,TOTAL_ROUBOS,FURTO_VEICULOS,FURTO_TRANSEUNTE,FURTO_EM_COLETIVO,FURTO_CELULAR,FURTO_BICILETA,OUTROS_FURTOS,TOTAL_FURTOS,SEQUESTRO,EXTORSAO,SEQUESTRO_RELAMPAGO,ESTELIONATO,APREENSAO_DROGAS,POSSE_DROGAS,TRAFICO_DROGAS,APREENSAO_DROGAS_SEM_AUTOR,RECUPERACAO_VEICULOS,APF,AAAPAI,CMP,CMBA,AMEACA,PESSOAS_DESAPARECIDAS,ENCONTRO_CADAVER,ENCONTRO_OSSADA,POLICIAL_MILITAR_MORTO_SERVICO,POLICIAL_CIVIL_MORTO_SERVICO,REGISTRO_OCORRENCIAS,FASE
278,3300209,ARARUAMA,2014,4,201404,INTERIOR,7,0,0,7,0,7,4,53,3,3,42,6,1,0,7,3,0,1,2,0,0,0,0,0,3,16,12,5,1,4,0,85,107,0,0,0,14,9,6,2,1,2,15,5,8,0,57,1,0,0,0,0,395,3
279,3300225,AREAL,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
280,3300233,ARMAÇÃO DOS BÚZIOS,2014,4,201404,INTERIOR,2,0,0,2,0,2,4,29,2,1,18,2,0,0,2,1,1,1,1,0,0,0,0,0,13,13,3,2,0,3,0,55,69,0,0,0,6,9,6,3,1,5,5,5,12,1,29,0,0,0,0,0,233,3
281,3300258,ARRAIAL DO CABO,2014,4,201404,INTERIOR,1,0,0,1,0,1,3,21,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,20,24,0,0,0,2,10,4,5,1,0,6,2,5,0,14,2,1,0,0,0,105,3
282,3300308,BARRA DO PIRAÍ,2014,4,201404,INTERIOR,0,0,0,0,0,0,1,51,1,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,0,2,2,0,23,30,0,0,0,5,22,15,7,1,0,14,5,22,4,50,0,1,0,0,0,247,3
283,3300407,BARRA MANSA,2014,4,201404,INTERIOR,4,1,0,5,0,5,10,80,0,1,12,3,2,1,6,0,1,4,0,0,0,0,0,0,3,14,18,9,4,12,0,71,114,0,1,0,10,27,7,20,2,11,54,3,25,1,65,1,1,0,0,0,453,3
284,3300456,BELFORD ROXO,2014,4,201404,BAIXADA FLUMINENSE,12,0,1,13,2,15,10,184,25,0,42,153,14,10,177,75,17,9,0,0,1,0,5,0,16,300,24,28,7,5,0,75,139,0,2,1,22,20,0,19,1,62,69,25,52,2,169,12,0,0,0,0,1175,3
285,3300506,BOM JARDIM,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,15,18,0,0,0,0,2,1,1,0,0,1,0,0,0,8,0,0,0,0,0,59,3
286,3300605,BOM JESUS DO ITABAPOANA,2014,4,201404,INTERIOR,0,0,0,0,0,0,1,29,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,5,21,11,12,1,0,21,6,5,0,28,0,0,0,0,0,151,3
287,3300704,CABO FRIO,2014,4,201404,INTERIOR,13,0,2,15,0,15,16,85,26,0,72,43,4,2,49,9,0,4,0,0,0,0,1,0,12,80,32,17,9,15,0,114,182,0,1,0,22,72,23,45,7,28,76,40,15,1,107,4,1,0,0,0,853,3
288,3300803,CACHOEIRAS DE MACACU,2014,4,201404,INTERIOR,1,0,0,1,0,1,0,46,1,0,13,1,0,0,1,0,0,1,0,0,0,0,0,0,2,4,5,0,0,1,0,15,21,0,0,0,3,5,0,5,0,3,15,2,0,0,36,2,3,0,0,0,162,3
289,3300902,CAMBUCI,2014,4,201404,INTERIOR,2,0,0,2,0,2,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,5,1,0,0,1,0,1,0,7,0,0,0,0,0,40,3
290,3300936,CARAPEBUS,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
291,3300951,COMENDADOR LEVY GASPARIAN,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
292,3301009,CAMPOS DOS GOYTACAZES,2014,4,201404,INTERIOR,17,0,0,17,0,17,45,169,12,13,85,79,6,5,90,18,2,9,4,0,0,0,1,0,22,146,41,53,34,2,0,179,309,0,2,0,46,88,17,55,17,48,196,60,23,2,191,9,0,0,0,0,1369,3
293,3301108,CANTAGALO,2014,4,201404,INTERIOR,1,0,0,1,0,1,0,11,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,13,16,0,0,0,4,5,3,2,0,0,3,0,0,0,22,0,0,0,0,0,85,3
294,3301157,CARDOSO MOREIRA,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,11,0,0,0,0,5,4,1,0,0,2,0,1,0,14,0,0,0,0,0,75,3
295,3301207,CARMO,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,8,1,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,5,8,0,0,0,3,3,0,2,1,1,6,0,15,0,14,0,0,0,0,0,79,3
296,3301306,CASIMIRO DE ABREU,2014,4,201404,INTERIOR,3,0,0,3,0,3,3,22,2,1,10,4,0,0,4,4,0,0,2,0,0,0,0,0,3,13,0,1,1,6,0,26,34,0,0,0,1,11,3,7,1,3,10,6,1,0,21,3,0,0,0,0,134,3
297,3301405,CONCEIÇÃO DE MACABU,2014,4,201404,INTERIOR,1,0,0,1,0,1,0,11,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,7,9,0,0,0,1,2,1,0,1,1,0,1,1,1,16,1,0,0,0,0,47,3
298,3301504,CORDEIRO,2014,4,201404,INTERIOR,1,0,0,1,0,1,0,12,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,20,23,0,1,0,0,2,2,0,0,1,3,0,0,0,6,0,0,0,0,0,71,3
299,3301603,DUAS BARRAS,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,27,3
300,3301702,DUQUE DE CAXIAS,2014,4,201404,BAIXADA FLUMINENSE,56,0,1,57,8,65,41,345,30,5,150,643,32,33,708,390,56,41,14,0,0,1,6,0,95,1311,84,153,25,42,0,321,625,0,8,5,127,71,4,61,6,221,194,79,62,1,276,29,3,0,0,0,3733,3
301,3301801,ENGENHEIRO PAULO DE FRONTIN,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,1,2,2,0,0,1,1,0,1,0,16,0,0,0,0,0,35,3
302,3301850,GUAPIMIRIM,2014,4,201404,BAIXADA FLUMINENSE,2,0,0,2,0,2,1,23,4,2,23,4,1,4,9,7,0,2,0,0,0,0,0,0,1,19,4,4,1,2,0,25,36,0,1,0,0,2,2,0,0,7,2,0,5,0,29,1,0,0,0,0,186,3
303,3301876,IGUABA GRANDE,2014,4,201404,INTERIOR,0,0,0,0,0,0,1,14,1,0,11,4,0,0,4,2,0,2,0,0,0,0,0,0,0,9,2,3,0,0,0,23,27,0,0,0,2,1,1,0,0,1,3,0,0,0,17,0,0,0,0,0,100,3
304,3301900,ITABORAÍ,2014,4,201404,INTERIOR,6,0,0,6,0,6,2,73,9,2,49,71,5,17,93,24,1,11,1,0,0,0,3,0,4,137,21,11,4,8,0,111,155,0,1,0,33,34,4,28,2,28,30,20,21,0,109,11,0,0,0,0,745,3
305,3302007,ITAGUAÍ,2014,4,201404,BAIXADA FLUMINENSE,6,0,0,6,1,7,8,45,6,4,15,21,1,0,22,27,1,8,0,0,0,0,0,0,3,61,17,8,1,3,0,65,94,0,0,0,16,20,0,19,3,39,36,21,40,0,35,11,0,0,0,0,466,3
306,3302056,ITALVA,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
307,3302106,ITAOCARA,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,26,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,0,2,0,14,18,0,0,0,2,5,3,2,1,1,4,0,4,0,24,0,0,0,0,0,113,3
308,3302205,ITAPERUNA,2014,4,201404,INTERIOR,1,0,0,1,0,1,5,30,3,4,20,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,4,2,1,1,0,37,46,0,0,0,5,75,64,7,4,3,21,5,5,0,51,2,2,0,0,0,340,3
309,3302254,ITATIAIA,2014,4,201404,INTERIOR,0,0,0,0,0,0,2,16,0,1,5,1,0,1,2,0,0,2,0,0,0,0,0,0,3,7,0,1,0,1,0,18,20,0,0,0,3,106,99,7,0,0,15,6,4,0,20,3,0,0,0,0,220,3
310,3302270,JAPERI,2014,4,201404,BAIXADA FLUMINENSE,2,0,0,2,0,2,5,54,6,0,11,7,2,1,10,7,2,0,0,0,0,0,0,0,0,19,3,4,4,1,0,16,28,0,0,0,10,19,2,13,4,3,15,5,22,0,57,4,0,0,0,0,291,3
311,3302304,LAJE DO MURIAÉ,2014,4,201404,INTERIOR,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,20,3
312,3302403,MACAÉ,2014,4,201404,INTERIOR,10,0,0,10,0,10,21,70,7,8,65,95,1,6,102,37,0,16,2,0,0,0,1,0,12,170,21,18,4,7,0,142,192,0,2,0,44,29,7,18,5,24,30,7,21,0,90,6,1,0,0,0,840,3
313,3302452,MACUCO,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
314,3302502,MAGÉ,2014,4,201404,BAIXADA FLUMINENSE,3,0,0,3,0,3,11,138,17,3,45,39,1,6,46,23,2,8,0,0,0,0,4,0,6,88,10,10,3,6,0,82,112,0,1,1,17,27,7,19,2,23,38,16,20,0,144,4,2,0,0,0,718,3
315,3302601,MANGARATIBA,2014,4,201404,INTERIOR,2,0,0,2,0,2,3,30,2,0,14,4,0,0,4,0,0,1,0,0,0,0,0,0,1,6,5,1,1,4,0,25,36,0,0,0,3,4,2,1,1,3,9,0,4,0,30,2,1,0,0,0,144,3
316,3302700,MARICÁ,2014,4,201404,GRANDE NITERÓI,8,0,0,8,0,8,1,82,4,1,48,26,1,1,28,9,0,5,8,0,0,0,1,0,4,55,13,8,1,6,0,72,100,0,2,0,12,11,2,10,0,22,34,5,9,0,82,3,0,0,0,0,526,3
317,3302809,MENDES,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,9,12,0,0,0,2,5,2,3,0,0,5,3,0,0,17,1,0,0,0,0,56,3
318,3302858,MESQUITA,2014,4,201404,BAIXADA FLUMINENSE,9,0,0,9,0,9,8,73,8,3,22,125,7,14,146,66,1,14,1,0,1,0,1,0,5,235,23,7,4,4,0,37,75,0,1,0,20,15,1,13,1,41,17,9,6,0,48,7,1,0,0,0,619,3
319,3302908,MIGUEL PEREIRA,2014,4,201404,INTERIOR,1,0,0,1,0,1,0,23,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,0,12,18,0,0,0,3,8,3,4,1,5,13,0,6,0,21,2,0,0,0,0,127,3
320,3303005,MIRACEMA,2014,4,201404,INTERIOR,0,0,0,0,0,0,2,21,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,14,0,0,0,5,26,20,2,4,0,8,1,9,0,22,1,1,0,0,0,119,3
321,3303104,NATIVIDADE,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,11,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,8,0,0,0,5,4,3,1,0,0,5,0,1,0,9,0,0,0,0,0,44,3
322,3303203,NILÓPOLIS,2014,4,201404,BAIXADA FLUMINENSE,5,0,0,5,0,5,1,73,5,1,28,123,9,3,135,64,9,22,3,0,0,0,3,0,5,241,14,23,5,12,0,58,112,0,1,0,31,6,3,2,1,39,10,0,14,0,89,9,0,0,0,0,723,3
323,3303302,NITERÓI,2014,4,201404,GRANDE NITERÓI,8,0,0,8,1,9,16,182,10,7,147,342,14,26,382,132,5,25,8,0,0,3,1,0,34,588,75,131,28,46,0,370,652,0,13,0,162,59,17,43,2,86,132,70,68,2,213,8,0,0,0,0,2627,3
324,3303401,NOVA FRIBURGO,2014,4,201404,INTERIOR,1,0,0,1,0,1,2,97,7,3,43,5,0,0,5,2,1,0,2,0,0,0,0,0,1,11,12,14,5,4,0,73,108,0,1,0,15,31,14,18,1,8,35,5,7,0,132,14,0,0,0,0,626,3
325,3303500,NOVA IGUAÇU,2014,4,201404,BAIXADA FLUMINENSE,57,0,1,58,1,59,25,333,25,15,170,439,27,28,494,266,19,38,4,0,0,0,7,0,23,851,91,81,28,33,0,242,475,0,9,0,90,46,10,35,1,112,131,44,43,1,374,25,0,0,0,0,2998,3
326,3303609,PARACAMBI,2014,4,201404,BAIXADA FLUMINENSE,2,0,0,2,0,2,3,38,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,12,0,0,0,13,5,3,1,1,3,3,0,4,0,34,1,0,0,0,0,122,3
327,3303708,PARAÍBA DO SUL,2014,4,201404,INTERIOR,1,0,0,1,0,1,0,21,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,11,17,0,0,0,2,8,6,2,0,1,3,0,1,1,21,0,2,0,0,0,100,3
328,3303807,PARATY,2014,4,201404,INTERIOR,2,0,0,2,0,2,3,19,2,0,11,4,0,0,4,1,0,1,1,0,0,0,0,0,1,9,4,2,2,3,0,35,45,0,0,0,4,18,13,5,1,1,17,1,2,0,25,1,0,0,0,0,207,3
329,3303856,PATY DO ALFERES,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
330,3303906,PETRÓPOLIS,2014,4,201404,INTERIOR,1,0,1,2,0,2,1,111,2,2,26,5,0,1,6,2,0,2,1,0,0,0,0,0,7,18,23,12,4,8,0,93,140,0,4,0,22,39,13,26,0,8,49,16,25,0,106,5,0,0,0,0,625,3
331,3303955,PINHEIRAL,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,15,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,13,16,0,0,0,3,3,2,1,0,1,5,0,4,0,20,1,1,0,0,0,102,3
332,3304003,PIRAÍ,2014,4,201404,INTERIOR,0,0,0,0,0,0,1,21,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,4,6,0,0,0,1,0,14,15,0,0,0,2,3,1,2,0,0,5,0,1,0,15,1,0,0,0,0,77,3
333,3304102,PORCIÚNCULA,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,13,13,0,0,0,2,11,9,3,0,0,3,0,1,0,8,1,0,0,0,0,77,3
334,3304110,PORTO REAL,2014,4,201404,INTERIOR,0,0,0,0,0,0,3,21,2,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,12,11,0,0,0,2,15,6,8,1,2,9,1,5,0,7,0,0,0,0,0,94,3
335,3304128,QUATIS,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
336,3304144,QUEIMADOS,2014,4,201404,BAIXADA FLUMINENSE,11,0,0,11,0,11,10,109,6,1,34,26,1,4,31,10,0,3,2,0,0,0,0,0,9,55,4,9,1,6,0,54,74,0,1,0,13,9,5,2,2,10,10,1,24,1,105,3,0,0,0,0,491,3
337,3304151,QUISSAMÃ,2014,4,201404,INTERIOR,1,0,0,1,1,2,3,15,0,1,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4,5,0,0,0,0,9,14,0,0,0,2,5,0,4,1,3,8,2,1,0,11,1,0,0,0,0,79,3
338,3304201,RESENDE,2014,4,201404,INTERIOR,1,0,0,1,0,1,6,87,6,2,19,2,0,0,2,1,0,6,0,0,0,0,0,0,0,9,2,10,2,15,0,73,102,0,1,0,23,33,13,22,2,3,50,6,8,1,121,2,0,0,0,0,515,3
339,3304300,RIO BONITO,2014,4,201404,INTERIOR,0,0,0,0,0,0,1,24,2,3,18,3,0,2,5,5,0,1,0,0,0,0,0,0,3,13,6,2,1,0,0,13,23,0,1,0,5,9,1,8,0,7,12,0,8,0,19,0,0,0,0,0,146,3
340,3304409,RIO CLARO,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,2,0,1,0,6,0,1,0,0,0,38,3
341,3304508,RIO DAS FLORES,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,14,3
342,3304524,RIO DAS OSTRAS,2014,4,201404,INTERIOR,4,0,0,4,0,4,6,88,6,1,40,35,6,0,41,18,1,7,3,0,0,0,1,0,5,76,16,30,4,7,0,81,138,0,0,0,17,9,2,7,0,12,39,5,5,1,93,5,0,0,0,0,560,3
343,3304557,RIO DE JANEIRO,2014,4,201404,CAPITAL,94,0,6,100,18,118,186,3007,138,54,1686,3318,350,394,4062,1207,196,385,47,2,2,5,88,0,834,6796,666,1758,699,732,0,4219,8106,0,60,7,1564,705,294,284,140,1079,1126,369,911,46,2797,227,12,1,0,0,32219,3
344,3304607,SANTA MARIA MADALENA,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,1,0,1,0,6,0,0,0,0,0,26,3
345,3304706,SANTO ANTÔNIO DE PÁDUA,2014,4,201404,INTERIOR,1,0,0,1,0,1,4,42,1,2,15,1,1,0,2,1,0,1,0,0,0,0,0,0,1,4,5,0,0,1,0,34,41,0,0,0,8,19,14,4,1,6,13,5,4,0,31,0,0,0,0,0,233,3
346,3304755,SÃO FRANCISCO DE ITABAPOANA,2014,4,201404,INTERIOR,2,0,0,2,0,2,1,14,0,2,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,21,23,0,0,0,0,5,2,4,1,1,7,0,4,0,8,1,0,0,0,0,98,3
347,3304805,SÃO FIDÉLIS,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,11,0,0,0,1,15,8,8,1,0,0,0,3,0,15,4,1,0,0,0,102,3
348,3304904,SÃO GONÇALO,2014,4,201404,GRANDE NITERÓI,46,0,2,48,3,51,39,377,23,10,166,747,41,77,865,407,21,60,2,0,0,0,7,0,54,1418,85,98,29,31,0,292,533,0,6,0,103,91,7,79,5,285,194,78,27,2,440,39,1,0,0,0,4011,3
349,3305000,SÃO JOÃO DA BARRA,2014,4,201404,INTERIOR,3,0,0,3,0,3,0,9,3,2,16,3,1,1,5,5,0,1,1,0,0,0,0,0,0,12,5,1,0,1,0,31,38,0,1,0,1,6,1,4,1,2,2,2,1,2,17,2,1,0,0,0,127,3
350,3305109,SÃO JOÃO DE MERITI,2014,4,201404,BAIXADA FLUMINENSE,20,0,0,20,1,21,9,252,16,1,76,332,18,9,359,194,23,33,4,0,1,0,8,0,42,665,41,38,12,21,0,119,230,0,2,0,49,17,3,10,4,111,76,19,21,0,229,25,0,0,0,0,1877,3
351,3305133,SÃO JOSÉ DE UBÁ,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
352,3305158,SÃO JOSÉ DO VALE DO RIO PRETO,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,0,2,1,0,1,0,1,2,0,1,0,8,0,0,0,0,0,28,3
353,3305208,SÃO PEDRO DA ALDEIA,2014,4,201404,INTERIOR,1,0,0,1,0,1,3,42,3,1,12,15,0,3,18,4,0,1,0,0,0,0,0,0,2,25,14,3,1,2,0,31,51,0,0,0,11,10,4,6,0,3,7,6,10,1,33,3,1,0,0,0,234,3
354,3305307,SÃO SEBASTIÃO DO ALTO,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,34,3
355,3305406,SAPUCAIA,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,5,5,0,0,0,1,4,3,1,0,0,4,0,3,0,7,1,0,0,0,0,49,3
356,3305505,SAQUAREMA,2014,4,201404,INTERIOR,1,0,2,3,0,3,3,43,1,5,46,4,1,2,7,8,0,3,3,0,0,0,0,0,5,26,12,3,0,3,0,62,80,0,0,0,13,9,6,3,0,12,8,7,6,1,42,1,0,0,0,0,305,3
357,3305554,SEROPÉDICA,2014,4,201404,BAIXADA FLUMINENSE,8,0,0,8,0,8,0,51,5,7,24,7,0,0,7,12,0,2,0,0,0,0,0,0,8,29,3,3,1,4,0,28,39,0,1,0,10,6,2,3,1,4,8,1,7,0,39,3,0,1,0,0,255,3
358,3305604,SILVA JARDIM,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,9,0,3,12,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,1,0,10,12,0,1,0,0,2,0,2,0,0,1,0,2,0,12,1,0,0,0,0,58,3
359,3305703,SUMIDOURO,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,12,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,2,1,1,0,0,2,5,0,1,0,13,0,0,0,0,0,50,3
360,3305752,TANGUÁ,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,18,0,0,3,2,0,0,2,4,0,0,0,0,0,0,1,0,4,11,0,0,0,1,0,14,15,0,1,0,5,5,3,2,0,2,2,0,2,1,15,0,0,0,0,0,91,3
361,3305802,TERESÓPOLIS,2014,4,201404,INTERIOR,1,0,0,1,0,1,3,77,4,3,23,2,1,0,3,4,2,2,0,1,0,0,0,0,0,12,12,6,0,1,0,77,96,0,1,0,8,35,13,25,1,5,46,8,5,0,69,2,0,0,0,0,394,3
362,3305901,TRAJANO DE MORAES,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,1,0,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,26,3
363,3306008,TRÊS RIOS,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,59,2,1,14,1,1,0,2,1,1,1,0,0,0,0,1,0,1,7,4,1,0,4,0,45,54,0,1,0,7,38,32,6,0,0,11,2,7,0,54,5,0,1,0,0,317,3
364,3306107,VALENÇA,2014,4,201404,INTERIOR,0,0,0,0,0,0,3,25,1,1,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,2,0,1,0,13,20,0,0,0,5,9,5,4,1,1,7,0,5,0,30,0,2,0,0,0,128,3
365,3306156,VARRE-SAI,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
366,3306206,VASSOURAS,2014,4,201404,INTERIOR,0,0,0,0,0,0,0,16,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,19,19,0,0,0,3,2,2,0,0,1,0,0,0,0,25,5,0,0,0,0,85,3
367,3306305,VOLTA REDONDA,2014,4,201404,INTERIOR,2,0,1,3,0,3,12,110,8,1,32,13,5,1,19,6,0,13,1,0,0,0,2,0,7,48,20,13,4,20,0,111,168,0,0,0,29,41,13,25,4,13,52,11,20,0,110,4,1,0,0,0,738,3
368,3300100,ANGRA DOS REIS,2014,5,201405,INTERIOR,4,0,0,4,0,4,11,48,8,4,33,19,2,6,27,6,0,8,0,0,0,0,0,0,5,44,8,4,3,6,0,76,99,0,1,0,19,44,17,22,5,6,38,10,14,1,56,7,0,0,0,0,477,3
369,3300159,APERIBÉ,2014,5,201405,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
370,3300209,ARARUAMA,2014,5,201405,INTERIOR,7,0,0,7,0,7,1,41,0,1,39,3,0,3,6,3,0,1,0,0,0,0,1,0,2,13,10,2,1,5,0,73,91,0,1,0,19,9,6,6,0,5,21,4,13,0,43,4,0,0,0,0,345,3
