,f_MUNICIPIO_COD,f_MUNICIPIO,ANO,MES,ANOMES,REGIAO,HOMOCIDIO_DOLOSO,LESAO_CORPORAL_MORTE,LATROCINIO,CVLI,HOMOCIDIO_POR_INTERVENCAO_POLICIAL,LETALIDADE_VIOLENTA,TENTATIVA_HOMICIDIO,ESTUPRO,HOMICIDIO_CULPOSP,LESAO_CORPORAL_DOLOSA,LESAO_CORPORAL_CULPOSA,ROUBO_TRANSEUNTE,ROUBO_CELULAR,ROUBO_EM_COLETIVO,ROUBO_EM_RUA,ROUBO_VEICULO,ROUBO_DE_CARGA,ROUBO_COMERCIO,ROUBO_RESIDENCIAL,ROUBO_BANCO,ROUBO_CAIXA_ELETRONICO,ROUBO_CONSUCAO_SAQUE,ROUBO_APOS_SAQUE,ROUBO_BICICLETA,OUTROS_ROUBOS,TOTAL_ROUBOS,FURTO_VEICULOS,FURTO_TRANSEUNTE,FURTO_EM_COLETIVO,FURTO_CELULAR,FURTO_BICILETA,OUTROS_FURTOS,TOTAL_FURTOS,SEQUESTRO,EXTORSAO,SEQUESTRO_RELAMPAGO,ESTELIONATO,APREENSAO_DROGAS,POSSE_DROGAS,TRAFICO_DROGAS,APREENSAO_DROGAS_SEM_AUTOR,RECUPERACAO_VEICULOS,APF,AAAPAI,CMP,CMBA,AMEACA,PESSOAS_DESAPARECIDAS,ENCONTRO_CADAVER,ENCONTRO_OSSADA,POLICIAL_MILITAR_MORTO_SERVICO,POLICIAL_CIVIL_MORTO_SERVICO,REGISTRO_OCORRENCIAS,FASE
3784,3300803,CACHOEIRAS DE MACACU,2017,6,201706,INTERIOR,4,0,0,4,0,4,5,15,5,0,3,7,0,1,8,3,0,1,0,0,0,0,0,0,1,13,2,0,0,3,0,16,21,0,0,0,7,5,3,2,0,1,2,0,0,4,14,0,0,0,0,0,110,3
3785,3300902,CAMBUCI,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,1,0,6,1,0,0,0,0,36,3
3786,3300936,CARAPEBUS,2017,6,201706,INTERIOR,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,15,3
3787,3300951,COMENDADOR LEVY GASPARIAN,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,18,3
3788,3301009,CAMPOS DOS GOYTACAZES,2017,6,201706,INTERIOR,8,0,0,8,0,8,7,80,18,6,72,94,26,2,122,19,4,17,3,1,0,0,2,0,22,190,30,25,11,15,3,171,255,0,1,0,41,74,18,50,8,31,141,21,42,4,80,6,1,0,0,0,1073,3
3789,3301108,CANTAGALO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,11,4,0,2,0,1,1,2,0,1,1,1,0,0,0,0,0,0,5,1,0,0,2,0,5,8,0,0,0,1,4,2,2,0,0,1,2,3,0,6,0,0,0,0,0,53,3
3790,3301157,CARDOSO MOREIRA,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,7,3,4,0,1,12,0,2,0,3,0,0,0,0,0,28,3
3791,3301207,CARMO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,1,7,4,1,2,1,1,0,1,0,29,0,0,0,0,0,121,3
3792,3301306,CASIMIRO DE ABREU,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,24,1,3,4,7,0,0,7,2,0,2,0,0,0,0,0,0,1,12,2,0,0,1,2,11,16,0,0,0,2,6,3,3,0,1,7,3,1,0,18,1,0,0,0,0,119,3
3793,3301405,CONCEIÇÃO DE MACABU,2017,6,201706,INTERIOR,0,0,0,0,0,0,1,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,5,8,0,0,0,1,3,1,1,1,0,2,1,3,0,3,0,0,0,0,0,47,3
3794,3301504,CORDEIRO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,6,0,0,0,1,5,1,4,0,1,2,0,0,0,7,0,0,0,0,0,52,3
3795,3301603,DUAS BARRAS,2017,6,201706,INTERIOR,0,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,0,0,0,3,5,2,3,0,0,4,0,1,0,1,0,0,0,0,0,43,3
3796,3301702,DUQUE DE CAXIAS,2017,6,201706,BAIXADA FLUMINENSE,42,0,0,42,5,47,35,263,31,3,96,653,181,200,1034,432,94,33,3,0,0,0,2,0,99,1698,87,65,12,41,3,198,405,0,2,0,110,58,3,53,4,291,139,33,60,3,201,22,3,0,0,0,3653,3
3797,3301801,ENGENHEIRO PAULO DE FRONTIN,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,13,7,6,0,0,4,1,2,0,2,0,0,0,0,0,42,3
3798,3301850,GUAPIMIRIM,2017,6,201706,BAIXADA FLUMINENSE,1,0,0,1,0,1,0,28,4,1,6,9,4,0,13,5,0,2,0,0,0,0,0,0,0,20,2,1,0,3,1,19,26,0,0,0,3,8,2,6,0,5,5,7,10,0,16,0,0,0,0,0,141,3
3799,3301876,IGUABA GRANDE,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,11,0,0,2,6,3,0,9,2,0,2,1,0,0,0,0,0,2,16,2,0,0,2,1,9,14,0,0,0,2,5,5,0,0,1,1,0,2,0,13,0,0,0,0,0,96,3
3800,3301900,ITABORAÍ,2017,6,201706,INTERIOR,5,0,0,5,1,6,4,50,0,4,44,105,5,15,125,84,10,17,2,0,0,0,2,0,21,261,17,8,3,7,0,81,116,0,1,0,34,38,4,34,1,65,51,15,25,0,41,4,0,0,0,0,773,3
3801,3302007,ITAGUAÍ,2017,6,201706,BAIXADA FLUMINENSE,5,0,0,5,0,5,4,34,1,3,8,56,10,31,97,40,1,2,0,0,0,0,3,0,12,155,19,8,2,7,0,33,69,0,2,0,16,8,0,7,2,36,15,2,13,0,26,3,0,0,0,0,447,3
3802,3302056,ITALVA,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,0,0,0,0,2,0,2,0,0,2,1,2,0,5,0,0,0,0,0,38,3
3803,3302106,ITAOCARA,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,10,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,9,15,0,0,0,1,3,3,0,0,0,5,0,1,0,9,0,0,0,0,0,70,3
3804,3302205,ITAPERUNA,2017,6,201706,INTERIOR,0,0,0,0,1,1,0,36,3,0,16,1,1,0,2,1,0,0,3,0,0,0,1,0,0,7,7,4,0,10,4,33,58,0,0,0,17,20,13,7,0,2,14,1,5,2,26,3,0,0,0,0,252,3
3805,3302254,ITATIAIA,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,22,0,0,5,0,1,1,2,0,0,1,0,0,0,0,0,0,3,6,5,6,1,2,1,22,37,0,1,0,3,7,4,2,1,0,20,0,6,0,16,0,1,0,0,0,127,3
3806,3302270,JAPERI,2017,6,201706,BAIXADA FLUMINENSE,6,0,0,6,1,7,0,24,2,0,16,22,5,2,29,6,4,1,0,0,0,0,1,0,4,45,1,1,1,2,0,21,26,0,0,0,4,6,1,3,2,15,4,0,3,0,13,2,0,0,0,0,200,3
3807,3302304,LAJE DO MURIAÉ,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,4,2,1,1,0,1,0,1,0,2,0,0,0,0,0,35,3
3808,3302403,MACAÉ,2017,6,201706,INTERIOR,4,0,0,4,0,4,8,75,10,1,43,51,30,4,85,20,5,7,3,0,0,0,0,1,18,139,8,13,7,27,0,78,133,0,1,0,35,22,5,13,4,10,32,6,8,2,63,2,0,0,0,0,641,3
3809,3302452,MACUCO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,3
3810,3302502,MAGÉ,2017,6,201706,BAIXADA FLUMINENSE,9,0,0,9,3,12,4,102,8,7,48,99,27,16,142,28,3,8,1,0,0,0,2,0,19,203,23,13,2,12,1,68,119,0,3,2,16,17,4,10,4,28,34,2,39,2,71,6,0,0,0,0,749,3
3811,3302601,MANGARATIBA,2017,6,201706,INTERIOR,1,0,0,1,0,1,0,17,4,0,6,5,2,4,11,6,0,0,0,0,0,0,0,0,1,18,6,2,0,2,0,28,38,0,0,0,5,8,1,7,0,3,8,2,3,0,25,2,0,0,0,0,164,3
3812,3302700,MARICÁ,2017,6,201706,GRANDE NITERÓI,0,0,0,0,0,0,0,47,4,4,35,49,9,3,61,19,0,1,3,0,0,0,0,0,5,89,13,15,0,7,0,68,103,0,1,0,17,13,4,8,1,17,28,2,9,0,71,4,0,0,0,0,492,3
3813,3302809,MENDES,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,8,0,0,0,0,4,3,1,0,0,3,1,3,0,2,0,0,0,0,0,39,3
3814,3302858,MESQUITA,2017,6,201706,BAIXADA FLUMINENSE,4,0,0,4,3,7,15,68,5,2,26,176,46,34,256,68,22,10,0,0,0,0,1,0,19,376,21,11,3,9,0,46,90,0,0,0,17,30,3,25,2,33,50,15,15,2,35,2,0,0,0,0,812,3
3815,3302908,MIGUEL PEREIRA,2017,6,201706,INTERIOR,1,0,0,1,0,1,2,14,1,0,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,9,13,0,0,0,2,6,4,2,0,1,5,0,14,0,10,0,0,0,0,0,104,3
3816,3303005,MIRACEMA,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,6,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,9,12,0,0,0,0,21,17,4,0,1,7,0,5,0,7,0,0,0,0,0,74,3
3817,3303104,NATIVIDADE,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,9,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,5,0,1,0,2,1,1,0,0,0,3,0,3,0,3,0,0,0,0,1,47,3
3818,3303203,NILÓPOLIS,2017,6,201706,BAIXADA FLUMINENSE,1,0,1,2,0,2,4,48,3,2,17,202,57,5,264,135,16,8,3,0,0,0,3,0,32,461,7,11,7,8,2,58,93,0,0,0,27,4,2,2,0,21,21,3,10,0,53,4,0,0,0,0,816,3
3819,3303302,NITERÓI,2017,6,201706,GRANDE NITERÓI,7,0,1,8,6,14,17,158,7,0,131,294,58,18,370,170,8,22,8,0,0,0,1,2,91,671,79,107,15,57,14,267,540,0,4,0,123,47,9,30,8,100,89,27,98,15,117,11,0,0,0,0,2356,3
3820,3303401,NOVA FRIBURGO,2017,6,201706,INTERIOR,5,0,0,5,0,5,2,70,5,0,25,4,1,1,6,0,1,1,2,0,0,0,0,0,1,11,9,8,0,15,0,45,77,0,1,0,20,51,22,26,3,10,40,7,14,2,84,4,2,0,0,0,459,3
3821,3303500,NOVA IGUAÇU,2017,6,201706,BAIXADA FLUMINENSE,25,0,1,26,1,27,13,248,21,9,110,646,176,92,914,264,50,30,3,0,0,0,0,1,96,1358,60,71,21,42,1,228,423,0,10,0,130,49,6,44,1,94,124,27,71,0,240,39,0,0,0,0,3095,3
3822,3303609,PARACAMBI,2017,6,201706,BAIXADA FLUMINENSE,2,0,0,2,0,2,3,26,1,1,9,3,1,1,5,3,1,0,0,0,0,0,0,0,3,12,4,1,0,2,0,9,16,0,1,0,3,8,4,4,1,0,8,0,1,0,31,2,0,0,0,0,128,3
3823,3303708,PARAÍBA DO SUL,2017,6,201706,INTERIOR,2,0,0,2,0,2,2,8,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,6,1,0,0,2,0,9,12,0,0,0,2,38,24,11,3,0,16,0,15,1,9,2,0,0,0,0,133,3
3824,3303807,PARATY,2017,6,201706,INTERIOR,2,1,0,3,0,3,2,6,3,1,6,6,0,1,7,4,0,1,0,0,0,0,0,0,2,15,4,3,1,5,3,29,44,0,0,0,7,7,4,3,0,4,12,2,3,0,11,0,0,0,0,0,157,3
3825,3303856,PATY DO ALFERES,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,11,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,6,0,11,22,0,0,0,1,2,0,2,0,0,2,1,2,0,6,0,0,0,0,0,54,3
3826,3303906,PETRÓPOLIS,2017,6,201706,INTERIOR,2,0,0,2,0,2,4,143,14,6,46,20,11,2,33,3,1,6,1,0,0,0,0,0,5,49,25,13,7,36,0,121,202,0,1,0,37,40,13,25,2,13,71,3,81,0,124,2,0,0,0,0,921,3
3827,3303955,PINHEIRAL,2017,6,201706,INTERIOR,1,0,0,1,0,1,1,10,1,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,1,4,0,8,14,0,0,0,2,2,0,1,1,0,3,1,8,0,12,1,0,0,0,0,94,3
3828,3304003,PIRAÍ,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,12,14,0,0,0,2,11,4,8,0,1,14,2,8,0,6,1,0,0,0,0,77,3
3829,3304102,PORCIÚNCULA,2017,6,201706,INTERIOR,0,0,0,0,0,0,1,7,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,4,2,21,28,0,0,0,1,3,2,2,0,1,7,0,6,0,6,0,0,0,0,0,79,3
3830,3304110,PORTO REAL,2017,6,201706,INTERIOR,0,0,1,1,0,1,0,4,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,5,0,0,0,1,0,13,14,0,0,0,3,5,3,2,0,1,4,3,1,0,3,0,0,0,0,0,50,3
3831,3304128,QUATIS,2017,6,201706,INTERIOR,1,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,4,5,0,0,0,2,9,3,4,2,0,5,0,2,0,3,0,0,0,0,0,31,3
3832,3304144,QUEIMADOS,2017,6,201706,BAIXADA FLUMINENSE,6,0,0,6,1,7,8,65,4,1,25,53,13,12,78,20,11,5,0,0,0,0,1,0,13,128,7,4,3,1,1,62,78,0,6,0,20,9,1,5,4,21,14,5,33,0,59,4,0,0,0,0,543,3
3833,3304151,QUISSAMÃ,2017,6,201706,INTERIOR,0,0,0,0,0,0,1,11,1,0,4,0,1,0,1,4,1,0,0,0,0,0,0,0,1,7,0,0,0,1,0,7,8,0,0,0,0,4,1,3,0,1,9,0,1,0,7,1,0,0,0,0,54,3
3834,3304201,RESENDE,2017,6,201706,INTERIOR,3,0,0,3,0,3,2,58,2,1,11,10,8,0,18,2,1,3,1,1,0,0,0,0,10,36,8,5,2,12,1,49,77,0,1,0,25,21,7,13,1,8,28,7,16,3,52,1,0,0,0,0,394,3
3835,3304300,RIO BONITO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,18,2,1,6,20,2,0,22,11,0,4,2,0,0,0,0,0,4,43,13,0,1,2,0,17,33,0,0,0,13,9,3,2,4,12,7,3,3,0,9,0,0,0,0,0,180,3
3836,3304409,RIO CLARO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,8,11,0,0,0,0,8,3,4,2,1,5,1,7,0,1,0,0,0,0,0,56,3
3837,3304508,RIO DAS FLORES,2017,6,201706,INTERIOR,1,0,0,1,0,1,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,4,0,1,0,0,0,0,0,3,0,0,0,0,0,26,3
3838,3304524,RIO DAS OSTRAS,2017,6,201706,INTERIOR,5,0,0,5,0,5,4,53,3,1,32,25,16,1,42,14,0,3,3,0,0,1,0,0,5,68,14,12,0,13,3,61,103,0,2,0,23,21,1,20,0,5,28,8,18,1,62,3,0,0,0,0,506,3
3839,3304557,RIO DE JANEIRO,2017,6,201706,CAPITAL,135,1,10,146,50,196,196,1902,122,50,1199,4369,1228,737,6334,2289,566,287,59,0,6,2,41,9,1623,11148,591,1066,558,889,72,3855,7099,0,99,9,1572,429,131,241,64,1725,881,195,590,60,1751,177,11,2,1,0,33280,3
3840,3304607,SANTA MARIA MADALENA,2017,6,201706,INTERIOR,1,0,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,22,3
3841,3304706,SANTO ANTÔNIO DE PÁDUA,2017,6,201706,INTERIOR,0,0,0,0,0,0,2,8,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,1,4,13,20,0,0,0,2,9,4,5,0,1,10,2,3,1,13,1,1,0,0,0,108,3
3842,3304755,SÃO FRANCISCO DE ITABAPOANA,2017,6,201706,INTERIOR,0,0,0,0,0,0,1,22,1,0,5,0,0,0,0,2,0,1,3,0,0,0,0,0,0,6,0,1,0,0,0,23,24,0,0,0,4,5,2,3,0,0,11,2,3,0,7,1,0,0,0,0,97,3
3843,3304805,SÃO FIDÉLIS,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,10,1,2,4,1,0,1,2,0,0,1,0,0,0,0,0,0,0,3,3,0,0,1,2,17,23,0,0,0,4,1,1,0,0,2,11,0,1,1,14,0,0,0,0,0,99,3
3844,3304904,SÃO GONÇALO,2017,6,201706,GRANDE NITERÓI,28,0,2,30,8,38,28,240,12,14,150,671,209,85,965,423,82,59,9,0,0,0,0,0,244,1783,114,53,19,36,2,298,521,0,7,1,109,66,7,57,6,326,135,65,78,2,206,28,0,0,0,0,3890,3
3845,3305000,SÃO JOÃO DA BARRA,2017,6,201706,INTERIOR,1,0,0,1,0,1,2,13,1,2,5,5,1,0,6,2,0,0,1,0,0,0,0,0,1,10,4,1,0,2,1,21,29,0,0,0,3,0,0,0,0,2,13,1,0,0,13,0,0,0,0,0,112,3
3846,3305109,SÃO JOÃO DE MERITI,2017,6,201706,BAIXADA FLUMINENSE,16,0,1,17,6,23,23,117,14,2,64,413,82,64,559,272,47,18,2,0,0,0,3,0,95,997,31,22,6,16,0,80,154,0,1,0,52,27,1,26,0,123,63,26,37,0,107,12,1,0,0,0,1865,3
3847,3305133,SÃO JOSÉ DE UBÁ,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,12,3
3848,3305158,SÃO JOSÉ DO VALE DO RIO PRETO,2017,6,201706,INTERIOR,1,0,0,1,0,1,0,12,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,7,0,0,0,0,8,5,2,1,2,5,0,0,0,13,0,0,0,0,0,63,3
3849,3305208,SÃO PEDRO DA ALDEIA,2017,6,201706,INTERIOR,5,0,0,5,1,6,1,38,4,2,17,13,6,1,20,3,1,0,1,0,0,0,0,0,0,25,4,4,0,6,0,41,55,0,0,0,8,65,52,11,3,2,10,5,10,1,23,1,0,0,0,0,288,3
3850,3305307,SÃO SEBASTIÃO DO ALTO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,29,3
3851,3305406,SAPUCAIA,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,8,0,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,10,13,0,0,0,2,10,7,3,0,1,5,1,2,0,6,2,1,0,0,0,61,3
3852,3305505,SAQUAREMA,2017,6,201706,INTERIOR,2,0,0,2,1,3,0,24,3,2,14,14,1,0,15,5,1,2,0,0,0,0,1,0,2,26,5,4,0,2,0,47,58,0,2,0,12,4,1,3,0,5,6,1,9,0,33,2,0,0,0,0,251,3
3853,3305554,SEROPÉDICA,2017,6,201706,BAIXADA FLUMINENSE,2,0,0,2,0,2,4,17,1,2,6,15,7,2,24,9,13,0,0,0,0,0,0,0,8,54,5,1,3,3,0,11,23,0,0,0,6,5,1,4,0,11,15,3,4,0,13,5,0,0,0,0,182,3
3854,3305604,SILVA JARDIM,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,5,0,0,11,2,1,1,4,0,1,2,0,0,0,0,0,0,1,8,1,0,0,4,0,11,16,0,0,0,0,2,0,2,0,0,3,5,0,1,8,0,0,0,0,0,54,3
3855,3305703,SUMIDOURO,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,5,4,0,1,1,6,0,0,0,3,0,0,0,0,0,36,3
3856,3305752,TANGUÁ,2017,6,201706,INTERIOR,0,0,0,0,0,0,3,5,0,0,1,9,2,1,12,6,0,6,0,0,0,0,0,0,3,27,3,3,0,1,1,20,28,0,0,0,1,1,0,1,0,3,2,0,5,0,5,1,0,0,0,0,93,3
3857,3305802,TERESÓPOLIS,2017,6,201706,INTERIOR,4,0,0,4,0,4,2,58,10,4,34,6,2,0,8,0,0,1,0,0,0,0,0,0,12,21,12,4,1,8,0,63,88,0,0,0,22,73,35,33,8,7,53,3,12,0,66,2,0,0,0,0,512,3
3858,3305901,TRAJANO DE MORAES,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,3
3859,3306008,TRÊS RIOS,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,42,2,3,4,6,2,0,8,0,0,2,0,0,0,0,0,0,1,11,3,5,2,4,3,40,57,0,0,0,7,47,41,8,0,4,23,2,21,1,43,3,0,0,0,0,312,3
3860,3306107,VALENÇA,2017,6,201706,INTERIOR,0,0,0,0,0,0,4,22,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,24,26,0,0,0,11,18,6,12,0,1,19,3,13,1,35,0,0,0,0,0,177,3
3861,3306156,VARRE-SAI,2017,6,201706,INTERIOR,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,3
3862,3306206,VASSOURAS,2017,6,201706,INTERIOR,1,0,0,1,0,1,4,17,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,0,2,0,26,36,0,0,0,3,7,5,2,0,1,5,0,6,1,20,2,1,0,0,0,122,3
3863,3306305,VOLTA REDONDA,2017,6,201706,INTERIOR,6,0,0,6,0,6,3,56,4,3,15,36,4,0,40,4,1,5,0,0,0,0,1,0,8,59,21,9,4,21,0,128,183,0,2,0,52,57,6,46,6,10,72,15,21,2,68,2,0,0,0,0,676,3
3864,3300100,ANGRA DOS REIS,2017,7,201707,INTERIOR,4,0,0,4,1,5,9,55,9,3,17,25,9,27,61,12,0,6,0,0,0,0,0,0,4,83,9,2,2,6,0,62,81,0,0,0,21,46,21,21,4,11,34,5,13,0,44,4,0,0,0,0,479,3
3865,3300159,APERIBÉ,2017,7,201707,INTERIOR,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,19,3
3866,3300209,ARARUAMA,2017,7,201707,INTERIOR,7,0,0,7,0,7,5,29,0,2,33,24,7,1,32,9,3,14,2,0,0,0,0,0,3,63,9,4,0,4,1,67,85,0,2,0,13,45,16,26,5,11,38,5,21,2,35,2,0,0,0,0,417,3
3867,3300225,AREAL,2017,7,201707,INTERIOR,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,2,0,0,0,7,0,0,0,0,0,22,3
3868,3300233,ARMAÇÃO DOS BÚZIOS,2017,7,201707,INTERIOR,0,0,0,0,0,0,0,12,2,2,7,8,0,0,8,3,1,1,0,0,0,0,0,0,12,15,2,3,0,1,0,35,51,0,0,0,5,10,0,9,1,0,7,3,0,0,19,2,0,0,0,0,178,3
3869,3300258,ARRAIAL DO CABO,2017,7,201707,INTERIOR,4,0,0,4,0,4,2,9,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,2,0,2,0,3,0,20,28,0,0,0,3,13,10,2,1,1,6,0,0,0,11,0,0,0,0,0,109,3
3870,3300308,BARRA DO PIRAÍ,2017,7,201707,INTERIOR,2,0,0,2,0,2,4,32,1,1,8,2,1,0,3,1,0,0,0,0,0,0,0,0,1,5,0,3,0,4,2,16,25,0,0,0,5,24,9,12,3,1,23,2,11,0,30,3,1,0,0,0,187,3
3871,3300407,BARRA MANSA,2017,7,201707,INTERIOR,1,0,0,1,0,1,12,43,6,3,8,8,0,0,8,3,1,5,1,0,0,0,0,0,3,21,4,12,1,4,1,51,73,0,0,0,16,35,6,28,3,5,41,9,11,0,57,6,1,0,0,0,368,3
3872,3300456,BELFORD ROXO,2017,7,201707,BAIXADA FLUMINENSE,17,0,0,17,1,18,3,106,3,2,42,249,41,23,313,176,37,8,3,0,0,1,2,0,30,570,41,15,2,8,1,74,141,0,1,0,28,14,0,13,1,92,42,12,61,3,89,12,1,0,0,0,1288,3
3873,3300506,BOM JARDIM,2017,7,201707,INTERIOR,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,6,2,4,0,2,3,0,1,0,13,1,0,0,0,0,64,3
3874,3300605,BOM JESUS DO ITABAPOANA,2017,7,201707,INTERIOR,0,0,0,0,0,0,0,20,2,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,0,3,1,14,19,0,0,0,2,14,9,5,0,1,6,1,3,7,21,0,0,0,0,0,125,3
3875,3300704,CABO FRIO,2017,7,201707,INTERIOR,6,0,0,6,0,6,4,70,3,1,18,37,6,2,45,15,1,3,1,0,0,0,1,0,14,78,16,11,3,18,1,100,151,0,3,0,21,44,12,31,3,11,65,15,19,0,45,2,0,0,0,0,615,3
